1696237915141:g0x;g0y;g0z;a0y;a0p;a0r:g1x;g1y;g1z;a1y;a1p;a1r:g2x;g2y;g2z;a2y;a2p;a2r:g3x;g3y;g3z;a3y;a3p;a3r:g4x;g4y;g4z;a4y;a4p;a4r:g5x;g5y;g5z;a5y;a5p;a5r
7164:-283.00;623.00;21.00;0.50;0.97;0.19:-485.00;834.00;-71.00;0.08;-0.18;0.89:-1089.00;564.00;-89.00;0.01;-0.25;0.59:-897.00;386.00;-201.00;-0.02;-0.21;0.69:-612.00;215.00;-426.00;0.02;-0.43;0.57:-149.00;-281.00;160.00;-0.05;0.06;0.11:
7204:275.00;390.00;-289.00;0.51;0.98;0.18:-1027.00;2546.00;1436.00;0.08;-0.21;0.83:196.00;1306.00;857.00;0.02;-0.28;0.59:-64.00;1014.00;288.00;0.02;-0.25;0.69:77.00;842.00;224.00;0.05;-0.44;0.58:-305.00;-239.00;276.00;-0.05;0.07;0.13:
7244:497.00;153.00;-443.00;0.52;0.98;0.13:47.00;611.00;-998.00;0.09;-0.22;0.76:121.00;301.00;-283.00;0.03;-0.32;0.60:-95.00;202.00;-223.00;0.06;-0.28;0.70:64.00;163.00;-305.00;0.08;-0.46;0.59:-72.00;170.00;-148.00;-0.05;0.08;0.16:
7284:-246.00;375.00;-302.00;0.50;0.97;0.09:358.00;-1114.00;-1697.00;0.09;-0.23;0.74:55.00;-503.00;-446.00;0.05;-0.35;0.62:-235.00;-298.00;-146.00;0.09;-0.31;0.72:77.00;-114.00;-180.00;0.11;-0.47;0.61:91.00;516.00;-428.00;-0.05;0.08;0.17:
7324:-712.00;171.00;-374.00;0.48;0.97;0.08:72.00;-752.00;-531.00;0.10;-0.24;0.74:-68.00;-374.00;5.00;0.06;-0.36;0.63:-169.00;51.00;139.00;0.11;-0.32;0.73:9.00;397.00;241.00;0.11;-0.48;0.61:110.00;347.00;-142.00;-0.06;0.08;0.18:
7364:-287.00;-7.00;-305.00;0.48;0.97;0.06:39.00;56.00;2.00;0.10;-0.24;0.73:-25.00;41.00;78.00;0.07;-0.37;0.65:-126.00;39.00;-138.00;0.12;-0.33;0.75:25.00;-51.00;-370.00;0.12;-0.48;0.61:-145.00;201.00;-176.00;-0.06;0.08;0.19:
7404:-297.00;185.00;-414.00;0.48;0.97;0.05:81.00;43.00;-128.00;0.10;-0.24;0.71:74.00;-146.00;-57.00;0.09;-0.38;0.68:-45.00;5.00;-103.00;0.14;-0.34;0.77:7.00;14.00;-309.00;0.13;-0.49;0.62:-61.00;215.00;-233.00;-0.06;0.09;0.20:
7444:-159.00;146.00;-327.00;0.48;0.98;0.05:87.00;-53.00;-267.00;0.10;-0.25;0.70:-25.00;295.00;453.00;0.10;-0.39;0.72:-94.00;574.00;288.00;0.15;-0.35;0.78:-41.00;447.00;46.00;0.13;-0.49;0.63:-46.00;47.00;-6.00;-0.06;0.09;0.21:
7484:238.00;147.00;-116.00;0.47;0.98;0.04:198.00;648.00;362.00;0.09;-0.25;0.67:102.00;460.00;318.00;0.10;-0.39;0.73:-6.00;389.00;-20.00;0.15;-0.35;0.78:35.00;232.00;-104.00;0.14;-0.49;0.63:-170.00;105.00;-48.00;-0.07;0.09;0.22:
7525:-29.00;213.00;-276.00;0.46;0.98;0.02:39.00;-159.00;-510.00;0.09;-0.26;0.65:32.00;82.00;117.00;0.11;-0.40;0.75:-23.00;-7.00;-124.00;0.16;-0.37;0.80:16.00;-24.00;-260.00;0.14;-0.50;0.63:52.00;252.00;-246.00;-0.07;0.09;0.23:
7574:-564.00;168.00;-330.00;0.46;0.98;0.01:-197.00;-346.00;-532.00;0.08;-0.26;0.63:-327.00;-90.00;132.00;0.11;-0.41;0.76:-437.00;-254.00;-25.00;0.19;-0.39;0.83:-386.00;-396.00;-332.00;0.16;-0.51;0.65:67.00;306.00;-241.00;-0.07;0.09;0.24:
7624:-365.00;312.00;-94.00;0.47;0.98;0.01:-370.00;-200.00;-478.00;0.08;-0.26;0.62:-417.00;48.00;-71.00;0.11;-0.41;0.75:-368.00;274.00;218.00;0.20;-0.39;0.84:-294.00;-148.00;-188.00;0.20;-0.52;0.70:29.00;213.00;-202.00;-0.07;0.09;0.24:
7664:-245.00;185.00;-242.00;0.48;0.99;0.01:-14.00;-138.00;-234.00;0.08;-0.25;0.61:-68.00;61.00;-24.00;0.11;-0.41;0.74:-68.00;142.00;11.00;0.20;-0.39;0.84:-8.00;-97.00;-58.00;0.23;-0.52;0.73:-103.00;229.00;-204.00;-0.06;0.09;0.24:
7714:-186.00;46.00;-330.00;0.50;0.99;0.01:59.00;-44.00;-70.00;0.08;-0.24;0.61:34.00;136.00;-29.00;0.11;-0.40;0.72:55.00;215.00;-49.00;0.20;-0.39;0.82:245.00;167.00;43.00;0.24;-0.51;0.75:-137.00;277.00;-244.00;-0.06;0.09;0.24:
7765:-311.00;79.00;-255.00;0.51;1.00;0.03:99.00;-226.00;-224.00;0.09;-0.24;0.60:-10311.00;-9936.00;29868.00;0.42;-0.56;0.06:254.00;-31.00;-448.00;0.21;-0.40;0.82:614.00;-1981.00;-2538.00;0.28;-0.53;0.80:-153.00;216.00;12.00;-0.06;0.10;0.23:
7815:0.00;-45.00;-226.00;0.52;1.00;0.04:393.00;65.00;17.00;0.08;-0.24;0.60:340.00;277.00;101.00;0.11;-0.41;0.73:72.00;1441.00;870.00;0.23;-0.41;0.87:-97.00;704.00;658.00;0.36;-0.58;0.91:-47.00;-51.00;35.00;-0.07;0.11;0.23:
7865:309.00;163.00;-116.00;0.52;1.01;0.04:-235.00;733.00;415.00;0.07;-0.24;0.60:-447.00;573.00;206.00;0.10;-0.41;0.72:-386.00;776.00;387.00;0.23;-0.42;0.86:-231.00;382.00;259.00;0.37;-0.59;0.92:217.00;44.00;-224.00;-0.07;0.11;0.23:
7915:-536.00;230.00;-251.00;0.52;1.00;0.04:-404.00;222.00;-84.00;0.07;-0.24;0.59:-464.00;288.00;-40.00;0.09;-0.40;0.69:-341.00;672.00;188.00;0.20;-0.40;0.81:-511.00;1122.00;659.00;0.33;-0.56;0.88:62.00;189.00;-135.00;-0.07;0.10;0.24:
7965:-100.00;62.00;-236.00;0.53;1.01;0.04:-58.00;23.00;-103.00;0.07;-0.24;0.57:70.00;-139.00;-287.00;0.09;-0.39;0.67:61.00;-255.00;-609.00;0.18;-0.38;0.78:-94.00;-86.00;-802.00;0.27;-0.55;0.78:-181.00;324.00;-286.00;-0.06;0.10;0.24:
8015:-396.00;-40.00;-401.00;0.53;1.01;0.04:227.00;-553.00;-525.00;0.07;-0.24;0.56:272.00;-270.00;-243.00;0.09;-0.39;0.67:124.00;11.00;-247.00;0.18;-0.37;0.78:-144.00;-285.00;-832.00;0.25;-0.53;0.76:-92.00;151.00;-85.00;-0.06;0.10;0.24:
8065:-15.00;88.00;-145.00;0.54;1.01;0.05:-99.00;368.00;223.00;0.07;-0.24;0.57:-289.00;473.00;228.00;0.09;-0.39;0.68:-336.00;416.00;60.00;0.18;-0.37;0.79:-251.00;96.00;-260.00;0.25;-0.53;0.76:34.00;92.00;-63.00;-0.06;0.10;0.24:
8125:-240.00;238.00;-164.00;0.54;1.02;0.05:-162.00;-180.00;-412.00;0.08;-0.24;0.58:-95.00;-269.00;-423.00;0.10;-0.40;0.69:-162.00;-223.00;-354.00;0.21;-0.39;0.82:-5.00;15.00;-135.00;0.27;-0.53;0.77:-39.00;148.00;-101.00;-0.06;0.10;0.24:
8175:145.00;-268.00;-772.00;0.53;1.02;0.05:-73.00;188.00;159.00;0.09;-0.25;0.60:-240.00;459.00;537.00;0.13;-0.41;0.73:-175.00;521.00;493.00;0.23;-0.40;0.84:-61.00;78.00;0.00;0.28;-0.53;0.78:-165.00;112.00;-165.00;-0.05;0.10;0.25:
8225:-482.00;178.00;5.00;0.41;1.00;0.13:124.00;-167.00;-26.00;0.10;-0.25;0.60:86.00;-63.00;170.00;0.14;-0.41;0.74:101.00;-35.00;55.00;0.25;-0.40;0.84:132.00;-110.00;-99.00;0.28;-0.53;0.77:-126.00;350.00;-394.00;-0.05;0.11;0.25:
8275:-688.00;141.00;-101.00;0.39;0.98;0.21:-192.00;-488.00;-313.00;0.12;-0.25;0.60:-173.00;-233.00;3.00;0.15;-0.41;0.73:-76.00;60.00;64.00;0.25;-0.40;0.83:39.00;83.00;-29.00;0.28;-0.52;0.76:-140.00;350.00;-285.00;-0.04;0.11;0.23:
8325:-1559.00;-502.00;-710.00;0.37;0.96;0.37:85.00;-340.00;-60.00;0.14;-0.25;0.60:234.00;-222.00;85.00;0.16;-0.40;0.72:475.00;84.00;69.00;0.24;-0.38;0.81:574.00;60.00;-170.00;0.26;-0.50;0.74:-326.00;548.00;-449.00;-0.03;0.13;0.20:
8375:1567.00;262.00;1237.00;0.43;0.98;0.59:687.00;-300.00;-479.00;0.15;-0.26;0.61:248.00;871.00;341.00;0.16;-0.40;0.73:67.00;1017.00;-6.00;0.24;-0.38;0.80:-224.00;648.00;-50.00;0.25;-0.50;0.73:-53.00;-226.00;313.00;-0.04;0.14;0.18:
8425:718.00;-284.00;-83.00;0.45;0.94;0.65:42.00;948.00;527.00;0.16;-0.27;0.63:-304.00;609.00;-83.00;0.17;-0.41;0.73:-332.00;432.00;-294.00;0.25;-0.39;0.80:-439.00;145.00;-299.00;0.25;-0.51;0.73:246.00;-15.00;-27.00;-0.04;0.15;0.19:
8475:682.00;616.00;351.00;0.44;0.92;0.63:-423.00;187.00;-176.00;0.16;-0.27;0.63:-531.00;145.00;-48.00;0.17;-0.41;0.73:-351.00;274.00;75.00;0.26;-0.40;0.81:-180.00;82.00;-1.00;0.26;-0.51;0.73:-85.00;131.00;-116.00;-0.03;0.15;0.19:
8525:-523.00;706.00;-62.00;0.43;0.87;0.54:11.00;-172.00;-127.00;0.17;-0.28;0.62:210.00;-142.00;-20.00;0.18;-0.41;0.73:381.00;-103.00;-107.00;0.27;-0.40;0.80:358.00;-172.00;-251.00;0.27;-0.51;0.73:-179.00;315.00;-390.00;-0.03;0.15;0.19:
8575:-1812.00;655.00;-497.00;0.61;0.90;0.42:233.00;-133.00;-5.00;0.17;-0.28;0.62:-69.00;208.00;188.00;0.18;-0.41;0.73:-144.00;415.00;143.00;0.27;-0.40;0.81:-218.00;97.00;-48.00;0.27;-0.51;0.73:0.00;155.00;22.00;-0.03;0.15;0.18:
8625:372.00;-413.00;-941.00;0.79;0.98;0.33:-43.00;222.00;8.00;0.17;-0.28;0.61:47.00;392.00;158.00;0.19;-0.42;0.73:-11626.00;29516.00;-17090.00;3.14;-0.00;-0.93:186.00;300.00;-94.00;0.27;-0.51;0.73:-160.00;110.00;-135.00;-0.03;0.15;0.18:
8675:90.00;-178.00;-464.00;0.79;0.99;0.33:341.00;-147.00;-138.00;0.17;-0.28;0.61:237.00;129.00;117.00;0.18;-0.41;0.73:187.00;324.00;61.00;0.26;-0.39;0.81:53.00;133.00;-75.00;0.26;-0.51;0.74:-74.00;147.00;-90.00;-0.03;0.15;0.18:
8725:-32.00;-48.00;-263.00;0.78;0.99;0.32:-63.00;-95.00;-227.00;0.16;-0.28;0.61:-180.00;209.00;86.00;0.17;-0.41;0.73:30240.00;23083.00;-18471.00;0.38;-2.45;2.00:-99.00;171.00;-15.00;0.25;-0.50;0.74:60.00;166.00;-137.00;-0.03;0.14;0.19:
8765:-217.00;-108.00;-406.00;0.75;0.99;0.31:-87.00;-210.00;-181.00;0.15;-0.27;0.63:-113.00;-67.00;-116.00;0.16;-0.40;0.73:-112.00;17.00;-76.00;0.24;-0.37;0.82:-18.00;-42.00;-120.00;0.25;-0.50;0.73:-110.00;187.00;-95.00;-0.03;0.14;0.19:
8815:-173.00;470.00;153.00;0.73;0.99;0.31:-342.00;-7.00;-76.00;0.15;-0.27;0.65:-487.00;-130.00;-289.00;0.17;-0.40;0.75:-25826.00;2367.00;28378.00;1.03;2.16;2.18:-304.00;-50.00;-72.00;0.25;-0.50;0.74:43.00;96.00;-59.00;-0.03;0.14;0.19:
8855:-364.00;156.00;-135.00;0.71;0.98;0.31:-198.00;-7.00;1.00;0.17;-0.28;0.67:-87.00;126.00;327.00;0.19;-0.41;0.80:-54.00;325.00;173.00;0.25;-0.37;0.84:26.00;170.00;-76.00;0.26;-0.50;0.74:34.00;97.00;-163.00;-0.03;0.14;0.19:
8895:-262.00;-123.00;-275.00;0.71;0.99;0.31:94.00;-245.00;-215.00;0.17;-0.27;0.69:64.00;1040.00;977.00;0.19;-0.39;0.80:168.00;1171.00;654.00;0.24;-0.36;0.84:155.00;829.00;300.00;0.25;-0.50;0.74:8.00;-23.00;83.00;-0.03;0.13;0.20:
8935:379.00;-78.00;-8.00;0.70;0.99;0.28:927.00;-1728.00;-1784.00;0.17;-0.26;0.77:436.00;234.00;128.00;0.16;-0.37;0.78:416.00;275.00;-101.00;0.20;-0.34;0.82:611.00;101.00;-272.00;0.23;-0.49;0.72:-71.00;320.00;-540.00;-0.04;0.10;0.20:
8975:-840.00;-130.00;-606.00;0.68;1.00;0.25:589.00;-1577.00;-351.00;0.17;-0.24;0.91:324.00;-1212.00;-758.00;0.13;-0.35;0.76:90.00;-1041.00;-599.00;0.15;-0.30;0.82:274.00;-537.00;-451.00;0.19;-0.47;0.72:88.00;700.00;-469.00;-0.04;0.09;0.19:
9015:-843.00;178.00;-149.00;0.68;1.01;0.25:-1523.00;929.00;1764.00;0.16;-0.23;1.04:-761.00;493.00;327.00;0.10;-0.33;0.77:-1191.00;-2.00;77.00;0.11;-0.28;0.83:-930.00;-115.00;86.00;0.18;-0.47;0.73:-38.00;-60.00;353.00;-0.05;0.08;0.18:
9055:556.00;522.00;437.00;0.69;1.01;0.25:-494.00;864.00;445.00;0.16;-0.24;1.04:-489.00;731.00;135.00;0.10;-0.33;0.76:-671.00;393.00;16.00;0.12;-0.29;0.83:-316.00;60.00;-225.00;0.18;-0.48;0.73:-137.00;-202.00;0.00;-0.05;0.08;0.19:
9095:-161.00;305.00;-318.00;0.68;1.01;0.23:-281.00;1769.00;1585.00;0.16;-0.25;1.02:38.00;584.00;150.00;0.10;-0.34;0.75:-228.00;300.00;-53.00;0.13;-0.30;0.82:-149.00;98.00;-156.00;0.19;-0.48;0.73:-194.00;-167.00;31.00;-0.05;0.09;0.19:
9135:169.00;112.00;-154.00;0.68;1.01;0.21:-249.00;1488.00;178.00;0.15;-0.26;0.91:161.00;438.00;280.00;0.10;-0.36;0.73:-23.00;346.00;233.00;0.15;-0.33;0.82:134.00;163.00;103.00;0.20;-0.49;0.73:-102.00;229.00;-186.00;-0.05;0.10;0.20:
9176:-434.00;-40.00;-386.00;0.67;1.00;0.19:307.00;-71.00;-1047.00;0.15;-0.27;0.83:212.00;-309.00;-195.00;0.11;-0.38;0.72:30.00;-297.00;-158.00;0.17;-0.34;0.81:124.00;-174.00;-168.00;0.21;-0.50;0.74:10.00;312.00;-251.00;-0.06;0.11;0.20:
9216:-491.00;-56.00;-297.00;0.67;1.00;0.19:105.00;-229.00;-1040.00;0.14;-0.29;0.76:-174.00;60.00;49.00;0.11;-0.40;0.72:-265.00;165.00;104.00;0.17;-0.35;0.82:-148.00;163.00;61.00;0.21;-0.50;0.74:77.00;96.00;-73.00;-0.06;0.11;0.20:
9256:-246.00;179.00;-27.00;0.68;1.00;0.19:-160.00;489.00;-492.00;0.13;-0.29;0.70:-291.00;373.00;154.00;0.11;-0.41;0.72:-350.00;284.00;75.00;0.18;-0.37;0.81:-83.00;171.00;-18.00;0.21;-0.50;0.73:-28.00;89.00;-99.00;-0.06;0.11;0.21:
9296:-290.00;39.00;-237.00;0.68;1.00;0.18:214.00;-431.00;-1152.00;0.12;-0.29;0.64:290.00;-198.00;-161.00;0.12;-0.41;0.71:216.00;-94.00;-111.00;0.19;-0.37;0.81:237.00;-116.00;-240.00;0.21;-0.50;0.73:-149.00;282.00;-281.00;-0.06;0.11;0.21:
9336:-426.00;-86.00;-373.00;0.69;1.00;0.18:252.00;-816.00;-975.00;0.11;-0.29;0.63:63.00;-158.00;81.00;0.11;-0.41;0.71:-19.00;-113.00;120.00;0.18;-0.37;0.81:12.00;-178.00;-73.00;0.21;-0.50;0.73:-106.00;258.00;-201.00;-0.06;0.11;0.20:
9376:-115.00;8.00;21.00;0.70;1.00;0.20:9.00;155.00;194.00;0.11;-0.29;0.62:-87.00;348.00;382.00;0.10;-0.41;0.69:-128.00;353.00;291.00;0.18;-0.37;0.80:77.00;386.00;137.00;0.19;-0.49;0.71:-33.00;164.00;-135.00;-0.06;0.12;0.20:
9416:-235.00;-148.00;-338.00;0.70;1.00;0.20:95.00;230.00;29.00;0.10;-0.29;0.59:120.00;125.00;-162.00;0.09;-0.41;0.67:27.00;94.00;-205.00;0.17;-0.37;0.79:60.00;134.00;-273.00;0.16;-0.49;0.68:-136.00;123.00;-107.00;-0.06;0.12;0.19:
9456:-129.00;33.00;-214.00;0.71;1.00;0.21:37.00;-122.00;-529.00;0.09;-0.29;0.58:-115.00;201.00;-65.00;0.08;-0.42;0.66:-221.00;157.00;-83.00;0.17;-0.37;0.79:-77.00;252.00;-42.00;0.15;-0.50;0.68:8.00;57.00;-13.00;-0.06;0.12;0.19:
9496:-69.00;1.00;-70.00;0.70;0.99;0.22:-88.00;187.00;-72.00;0.08;-0.29;0.58:-138.00;421.00;180.00;0.08;-0.41;0.66:-227.00;516.00;252.00;0.16;-0.37;0.80:-188.00;457.00;78.00;0.13;-0.49;0.66:4.00;24.00;-10.00;-0.07;0.12;0.19:
9536:-136.00;165.00;-48.00;0.70;1.00;0.22:-98.00;174.00;52.00;0.08;-0.29;0.57:-157.00;-136.00;-114.00;0.07;-0.41;0.66:-293.00;-265.00;-113.00;0.15;-0.36;0.79:7.00;-304.00;-451.00;0.12;-0.49;0.64:-132.00;238.00;-230.00;-0.07;0.12;0.19:
9576:-442.00;-33.00;-247.00;0.70;0.99;0.22:-73.00;-426.00;-490.00;0.08;-0.29;0.56:-70.00;-355.00;-226.00;0.07;-0.42;0.66:-304.00;-748.00;-435.00;0.15;-0.37;0.78:-163.00;-54.00;-159.00;0.10;-0.49;0.62:-52.00;253.00;-112.00;-0.07;0.12;0.18:
9616:-255.00;84.00;-38.00;0.70;0.99;0.23:-285.00;-116.00;-127.00;0.08;-0.29;0.57:-286.00;30.00;159.00;0.08;-0.43;0.65:-402.00;-524.00;-545.00;0.16;-0.36;0.79:181.00;-187.00;-528.00;0.07;-0.49;0.58:-48.00;357.00;-317.00;-0.07;0.13;0.18:
9666:-475.00;-123.00;-248.00;0.71;0.99;0.26:373.00;-298.00;-131.00;0.08;-0.28;0.57:488.00;-72.00;-15.00;0.07;-0.42;0.65:507.00;1985.00;2018.00;0.19;-0.37;0.84:151.00;816.00;432.00;0.03;-0.50;0.56:-83.00;-75.00;341.00;-0.07;0.16;0.16:
9716:585.00;-227.00;-191.00;0.72;0.99;0.27:14136.00;-27743.00;18905.00;3.13;-0.39;-0.80:-305.00;1046.00;530.00;0.07;-0.42;0.65:-327.00;934.00;385.00;0.19;-0.38;0.84:-460.00;197.00;-450.00;0.01;-0.50;0.52:-31.00;-259.00;51.00;-0.07;0.15;0.16:
9766:-210.00;201.00;-270.00;0.71;0.99;0.25:-161.00;345.00;-118.00;0.07;-0.29;0.56:-610.00;853.00;618.00;0.06;-0.43;0.63:-429.00;1812.00;1401.00;0.17;-0.36;0.81:-333.00;365.00;347.00;0.02;-0.50;0.53:273.00;-59.00;-44.00;-0.07;0.14;0.18:
9816:-271.00;150.00;-8.00;0.70;1.00;0.24:-296.00;18.00;-174.00;0.07;-0.28;0.52:-180.00;-145.00;-240.00;0.04;-0.39;0.59:-184.00;-292.00;-501.00;0.15;-0.34;0.78:-22.00;-895.00;-803.00;0.07;-0.51;0.57:-172.00;432.00;-398.00;-0.06;0.13;0.19:
9866:-588.00;-90.00;-236.00;0.71;1.00;0.23:271.00;-703.00;-572.00;0.06;-0.27;0.50:250.00;-741.00;-551.00;0.03;-0.38;0.57:72.00;-927.00;-530.00;0.15;-0.35;0.77:16.00;-597.00;-100.00;0.14;-0.51;0.65:-231.00;463.00;-351.00;-0.06;0.13;0.18:
9916:-346.00;-32.00;-97.00;0.73;0.99;0.25:13.00;15.00;67.00;0.06;-0.28;0.49:-164.00;300.00;311.00;0.03;-0.38;0.56:-252.00;286.00;262.00;0.15;-0.35;0.76:86.00;577.00;604.00;0.16;-0.50;0.66:-6.00;88.00;15.00;-0.06;0.14;0.16:
9966:-62.00;5.00;-204.00;0.75;0.98;0.27:-91.00;125.00;-333.00;0.06;-0.28;0.48:-152.00;154.00;-248.00;0.03;-0.39;0.54:-196.00;147.00;-319.00;0.16;-0.36;0.74:179.00;415.00;-6.00;0.16;-0.50;0.64:18.00;4.00;-1.00;-0.05;0.15;0.16:
10016:-101.00;-75.00;-250.00;0.76;0.98;0.28:29.00;202.00;-15.00;0.07;-0.28;0.48:-36.00;416.00;254.00;0.03;-0.38;0.54:-89.00;404.00;56.00;0.15;-0.35;0.74:184.00;333.00;105.00;0.16;-0.50;0.64:-140.00;69.00;-53.00;-0.05;0.14;0.16:
10066:-105.00;85.00;-10.00;0.76;0.99;0.28:230.00;-357.00;-183.00;0.07;-0.28;0.48:301.00;-465.00;-163.00;0.04;-0.38;0.54:229.00;-635.00;-327.00;0.16;-0.36;0.74:297.00;-1024.00;-1001.00;0.16;-0.51;0.64:-342.00;524.00;-429.00;-0.05;0.15;0.15:
10116:-347.00;-132.00;-134.00;0.76;0.97;0.29:360.00;-551.00;-301.00;0.08;-0.29;0.48:343.00;-167.00;90.00;0.04;-0.40;0.55:159.00;13.00;125.00;0.19;-0.38;0.77:-123.00;1134.00;1168.00;0.20;-0.53;0.70:224.00;-22.00;304.00;-0.05;0.17;0.13:
10166:133.00;-231.00;-258.00;0.77;0.97;0.32:-530.00;1355.00;906.00;0.07;-0.28;0.49:-843.00;1307.00;679.00;0.03;-0.39;0.55:-797.00;1267.00;477.00;0.17;-0.37;0.76:-439.00;879.00;483.00;0.20;-0.54;0.71:83.00;-487.00;257.00;-0.05;0.16;0.14:
10216:-46.00;391.00;-140.00;0.75;0.98;0.28:-51.00;459.00;-131.00;0.07;-0.28;0.48:-202.00;650.00;262.00;0.03;-0.38;0.53:-205.00;708.00;137.00;0.17;-0.37;0.75:-175.00;758.00;559.00;0.20;-0.53;0.71:12.00;-24.00;-159.00;-0.04;0.14;0.17:
10266:-324.00;143.00;-94.00;0.74;0.99;0.24:162.00;-401.00;-193.00;0.07;-0.27;0.47:229.00;-435.00;-150.00;0.03;-0.37;0.52:181.00;-543.00;-302.00;0.17;-0.36;0.74:-188.00;-1354.00;-1241.00;0.23;-0.53;0.73:-164.00;425.00;-323.00;-0.04;0.13;0.18:
10316:-485.00;-224.00;-273.00;0.74;0.99;0.22:118.00;-591.00;-365.00;0.07;-0.27;0.47:53.00;-329.00;-88.00;0.03;-0.37;0.52:63.00;-230.00;71.00;0.18;-0.36;0.76:205.00;-64.00;280.00;0.30;-0.52;0.83:-22.00;197.00;-191.00;-0.04;0.13;0.19:
10366:-329.00;63.00;-138.00;0.74;1.00;0.22:-87.00;-63.00;-110.00;0.07;-0.27;0.48:-104.00;-12.00;0.00;0.03;-0.37;0.52:-121.00;-33.00;31.00;0.18;-0.35;0.76:172.00;-174.00;139.00;0.32;-0.52;0.87:-111.00;109.00;-158.00;-0.04;0.13;0.19:
10416:-181.00;14.00;-159.00;0.74;1.00;0.23:106.00;-79.00;-65.00;0.08;-0.26;0.48:74.00;70.00;150.00;0.03;-0.36;0.53:47.00;175.00;136.00;0.18;-0.35;0.77:184.00;540.00;429.00;0.31;-0.51;0.87:-70.00;96.00;-49.00;-0.04;0.13;0.19:
10466:-146.00;26.00;-69.00;0.74;1.00;0.23:-26.00;182.00;169.00;0.08;-0.26;0.49:-104.00;171.00;211.00;0.03;-0.36;0.53:-135.00;64.00;-66.00;0.18;-0.35;0.78:126.00;433.00;6.00;0.28;-0.51;0.82:-18.00;99.00;-115.00;-0.04;0.13;0.19:
10516:-302.00;-51.00;-224.00;0.74;1.00;0.23:6.00;-80.00;-140.00;0.08;-0.26;0.49:-67.00;112.00;147.00;0.03;-0.36;0.53:-77.00;121.00;89.00;0.20;-0.36;0.81:-154.00;90.00;-455.00;0.23;-0.51;0.76:-21.00;57.00;-69.00;-0.04;0.12;0.19:
10566:-101.00;4.00;-104.00;0.74;1.01;0.23:41.00;58.00;60.00;0.07;-0.26;0.49:8.00;103.00;188.00;0.03;-0.36;0.54:16.00;-13.00;157.00;0.21;-0.36;0.85:0.00;-143.00;-447.00;0.21;-0.51;0.73:-114.00;130.00;-172.00;-0.04;0.12;0.20:
10616:-261.00;-41.00;-185.00;0.73;1.01;0.22:121.00;-177.00;-96.00;0.07;-0.26;0.49:62.00;-38.00;116.00;0.03;-0.36;0.54:62.00;63.00;340.00;0.21;-0.36;0.86:8.00;-209.00;-345.00;0.19;-0.51;0.71:-87.00;157.00;-162.00;-0.04;0.12;0.20:
10666:-213.00;35.00;-90.00;0.73;1.01;0.22:-139.00;54.00;-13.00;0.07;-0.26;0.50:-231.00;164.00;195.00;0.03;-0.36;0.55:-247.00;205.00;158.00;0.21;-0.36;0.87:-158.00;145.00;-27.00;0.19;-0.52;0.71:31.00;91.00;-90.00;-0.05;0.12;0.20:
10716:-272.00;9.00;-140.00;0.73;1.01;0.22:-4.00;-109.00;-165.00;0.07;-0.26;0.50:16.00;0.00;57.00;0.03;-0.36;0.55:-1.00;-175.00;-343.00;0.22;-0.36;0.88:300.00;219.00;-36.00;0.18;-0.52;0.70:-83.00;110.00;-103.00;-0.05;0.12;0.20:
10766:-141.00;-55.00;-158.00;0.73;1.01;0.22:200.00;-200.00;-181.00;0.07;-0.25;0.51:344.00;-461.00;-463.00;0.04;-0.37;0.57:266.00;-1069.00;-855.00;0.27;-0.38;0.99:1044.00;-53.00;-411.00;0.17;-0.54;0.72:-240.00;218.00;-259.00;-0.05;0.12;0.20:
10817:-477.00;-61.00;-256.00;0.71;1.01;0.23:-15.00;-287.00;-107.00;0.07;-0.26;0.53:-327.00;444.00;912.00;0.05;-0.38;0.63:-134.00;882.00;1194.00;0.31;-0.40;1.05:-1266.00;31.00;404.00;0.17;-0.59;0.75:77.00;16.00;34.00;-0.06;0.13;0.19:
10867:-8.00;278.00;192.00;0.71;1.01;0.23:-631.00;554.00;215.00;0.07;-0.26;0.54:-681.00;530.00;288.00;0.06;-0.39;0.63:-490.00;987.00;753.00;0.29;-0.38;1.05:-941.00;452.00;201.00;0.16;-0.59;0.72:201.00;-88.00;-117.00;-0.05;0.12;0.20:
10916:-267.00;43.00;-173.00;0.71;1.02;0.22:47.00;126.00;58.00;0.07;-0.25;0.53:58.00;302.00;238.00;0.05;-0.36;0.61:-8.00;781.00;168.00;0.22;-0.33;0.96:162.00;364.00;-151.00;0.12;-0.55;0.66:-216.00;159.00;-158.00;-0.05;0.11;0.21:
10967:-125.00;-209.00;-308.00;0.71;1.02;0.20:584.00;-469.00;-270.00;0.07;-0.24;0.53:549.00;-668.00;-687.00;0.05;-0.35;0.63:130.00;-189.00;-662.00;0.18;-0.31;0.91:245.00;-344.00;-732.00;0.08;-0.54;0.61:-143.00;164.00;-128.00;-0.05;0.10;0.21:
11017:-171.00;9.00;-163.00;0.70;1.02;0.20:-263.00;-15.00;-89.00;0.07;-0.24;0.55:-330.00;-110.00;108.00;0.09;-0.36;0.73:-452.00;1.00;-291.00;0.19;-0.32;0.90:-407.00;-44.00;-202.00;0.09;-0.54;0.62:113.00;-16.00;-26.00;-0.05;0.10;0.21:
